class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,ID,fold,idx
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75318382-bb99-11e8-b2b9-ac1f6b6435d0,1,15
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,75f53b88-bb99-11e8-b2b9-ac1f6b6435d0,0,30
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,753ea04e-bb99-11e8-b2b9-ac1f6b6435d0,1,17
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74f318f4-bb99-11e8-b2b9-ac1f6b6435d0,3,33
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77aa841a-bb99-11e8-b2b9-ac1f6b6435d0,2,70
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,781a9322-bb99-11e8-b2b9-ac1f6b6435d0,3,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7945e594-bb99-11e8-b2b9-ac1f6b6435d0,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79fbbd42-bb99-11e8-b2b9-ac1f6b6435d0,0,13
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7ac2e9ee-bb99-11e8-b2b9-ac1f6b6435d0,0,12
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7ac4f306-bb99-11e8-b2b9-ac1f6b6435d0,2,7
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7c261068-bb99-11e8-b2b9-ac1f6b6435d0,0,22
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7f634304-bb99-11e8-b2b9-ac1f6b6435d0,2,43
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7b928c26-bb99-11e8-b2b9-ac1f6b6435d0,3,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7e093ad6-bb99-11e8-b2b9-ac1f6b6435d0,4,48
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7d24862a-bb99-11e8-b2b9-ac1f6b6435d0,1,27
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7d37f5a2-bb99-11e8-b2b9-ac1f6b6435d0,2,7
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7ffe149c-bb99-11e8-b2b9-ac1f6b6435d0,1,19
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7f836864-bb99-11e8-b2b9-ac1f6b6435d0,2,20
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82eda686-bb99-11e8-b2b9-ac1f6b6435d0,0,29
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8080a61e-bb99-11e8-b2b9-ac1f6b6435d0,1,23
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80493eb8-bb99-11e8-b2b9-ac1f6b6435d0,4,9
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81ff445a-bb99-11e8-b2b9-ac1f6b6435d0,3,11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82afcef6-bb99-11e8-b2b9-ac1f6b6435d0,0,31
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82d15602-bb99-11e8-b2b9-ac1f6b6435d0,2,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83079b9a-bb99-11e8-b2b9-ac1f6b6435d0,2,10
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84951c26-bb99-11e8-b2b9-ac1f6b6435d0,3,28
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83a65b72-bb99-11e8-b2b9-ac1f6b6435d0,2,17
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8489ab66-bb99-11e8-b2b9-ac1f6b6435d0,2,13
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8662db24-bb99-11e8-b2b9-ac1f6b6435d0,3,44
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8793a49c-bb99-11e8-b2b9-ac1f6b6435d0,0,58
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,858d1c1e-bb99-11e8-b2b9-ac1f6b6435d0,1,12
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857642c8-bb99-11e8-b2b9-ac1f6b6435d0,1,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88ba0fb4-bb99-11e8-b2b9-ac1f6b6435d0,1,21
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8814af42-bb99-11e8-b2b9-ac1f6b6435d0,2,15
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86f02178-bb99-11e8-b2b9-ac1f6b6435d0,3,36
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,893bdfb2-bb99-11e8-b2b9-ac1f6b6435d0,1,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88991c5a-bb99-11e8-b2b9-ac1f6b6435d0,1,18
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8888916e-bb99-11e8-b2b9-ac1f6b6435d0,4,24
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,89922d36-bb99-11e8-b2b9-ac1f6b6435d0,3,9
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89fe0326-bb99-11e8-b2b9-ac1f6b6435d0,2,40
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89d1164a-bb99-11e8-b2b9-ac1f6b6435d0,4,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8cdd3b0c-bb99-11e8-b2b9-ac1f6b6435d0,2,25
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8c27d38e-bb99-11e8-b2b9-ac1f6b6435d0,2,29
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8cfb347c-bb99-11e8-b2b9-ac1f6b6435d0,1,13
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8da6dc64-bb99-11e8-b2b9-ac1f6b6435d0,4,14
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e7c2d9c-bb99-11e8-b2b9-ac1f6b6435d0,0,17
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8fe7c7fe-bb99-11e8-b2b9-ac1f6b6435d0,2,26
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8ee44f44-bb99-11e8-b2b9-ac1f6b6435d0,1,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,907263e6-bb99-11e8-b2b9-ac1f6b6435d0,4,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9187255a-bb99-11e8-b2b9-ac1f6b6435d0,4,16
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,955e5d1a-bb99-11e8-b2b9-ac1f6b6435d0,3,36
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,938c28a0-bb99-11e8-b2b9-ac1f6b6435d0,3,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,976b0392-bb99-11e8-b2b9-ac1f6b6435d0,1,40
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96a8e73a-bb99-11e8-b2b9-ac1f6b6435d0,0,25
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93bd9598-bb99-11e8-b2b9-ac1f6b6435d0,1,13
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,963c3d24-bb99-11e8-b2b9-ac1f6b6435d0,0,42
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94d0e624-bb99-11e8-b2b9-ac1f6b6435d0,3,56
0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,98e4ee22-bb99-11e8-b2b9-ac1f6b6435d0,2,13
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98c8e1b4-bb99-11e8-b2b9-ac1f6b6435d0,1,11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994b4a50-bb99-11e8-b2b9-ac1f6b6435d0,4,11
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9a51940e-bb99-11e8-b2b9-ac1f6b6435d0,0,14
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9bd90cd0-bb99-11e8-b2b9-ac1f6b6435d0,2,24
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9acc1788-bb99-11e8-b2b9-ac1f6b6435d0,3,16
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9bd35bfa-bb99-11e8-b2b9-ac1f6b6435d0,0,24
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9c041038-bb99-11e8-b2b9-ac1f6b6435d0,4,17
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9da88ad6-bb99-11e8-b2b9-ac1f6b6435d0,3,32
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9d8bdb66-bb99-11e8-b2b9-ac1f6b6435d0,4,24
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9df04740-bb99-11e8-b2b9-ac1f6b6435d0,1,36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9d18836e-bb99-11e8-b2b9-ac1f6b6435d0,1,13
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e204774-bb99-11e8-b2b9-ac1f6b6435d0,1,12
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9db4f82a-bb99-11e8-b2b9-ac1f6b6435d0,0,11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9df2132c-bb99-11e8-b2b9-ac1f6b6435d0,3,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,a078a674-bb99-11e8-b2b9-ac1f6b6435d0,3,14
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a1ae8720-bb99-11e8-b2b9-ac1f6b6435d0,1,48
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a1d36702-bb99-11e8-b2b9-ac1f6b6435d0,3,13
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a38d2f6a-bb99-11e8-b2b9-ac1f6b6435d0,4,7
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,a1ee43b0-bb99-11e8-b2b9-ac1f6b6435d0,3,9
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a2c63252-bb99-11e8-b2b9-ac1f6b6435d0,3,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,a34d8680-bb99-11e8-b2b9-ac1f6b6435d0,4,17
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,a2d86d46-bb99-11e8-b2b9-ac1f6b6435d0,3,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a234c006-bb99-11e8-b2b9-ac1f6b6435d0,3,18
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,a4d7edf6-bb99-11e8-b2b9-ac1f6b6435d0,1,12
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a4bd0f36-bb99-11e8-b2b9-ac1f6b6435d0,3,9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,a518649e-bb99-11e8-b2b9-ac1f6b6435d0,2,14
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a62e1342-bb99-11e8-b2b9-ac1f6b6435d0,3,18
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,a714b162-bb99-11e8-b2b9-ac1f6b6435d0,1,19
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a6dff3dc-bb99-11e8-b2b9-ac1f6b6435d0,4,22
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,a728ac08-bb99-11e8-b2b9-ac1f6b6435d0,1,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,a7faf0b4-bb99-11e8-b2b9-ac1f6b6435d0,2,9
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a78db2d8-bb99-11e8-b2b9-ac1f6b6435d0,1,10
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a914fc06-bb99-11e8-b2b9-ac1f6b6435d0,3,21
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,a8197264-bb99-11e8-b2b9-ac1f6b6435d0,1,16
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,a91d88c6-bb99-11e8-b2b9-ac1f6b6435d0,1,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,abf39cfc-bb99-11e8-b2b9-ac1f6b6435d0,3,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ae4f9190-bb99-11e8-b2b9-ac1f6b6435d0,4,40
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,b07daa4c-bb99-11e8-b2b9-ac1f6b6435d0,4,43
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ae9d5678-bb99-11e8-b2b9-ac1f6b6435d0,4,12
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ae78eab8-bb99-11e8-b2b9-ac1f6b6435d0,3,4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,b1396638-bb99-11e8-b2b9-ac1f6b6435d0,0,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b2ba3fdc-bb99-11e8-b2b9-ac1f6b6435d0,3,11
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,b18ce31c-bb99-11e8-b2b9-ac1f6b6435d0,0,13
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,b1792354-bb99-11e8-b2b9-ac1f6b6435d0,3,25
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b15261ec-bb99-11e8-b2b9-ac1f6b6435d0,3,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,b0d10fa2-bb99-11e8-b2b9-ac1f6b6435d0,2,10
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b20395ac-bb99-11e8-b2b9-ac1f6b6435d0,4,33
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,b0f5218a-bb99-11e8-b2b9-ac1f6b6435d0,4,24
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,b2d9490e-bb99-11e8-b2b9-ac1f6b6435d0,0,14
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b9b8341a-bb99-11e8-b2b9-ac1f6b6435d0,3,44
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,b3e48caa-bb99-11e8-b2b9-ac1f6b6435d0,4,8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b5089522-bb99-11e8-b2b9-ac1f6b6435d0,3,23
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,b5f0f128-bb99-11e8-b2b9-ac1f6b6435d0,1,17
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,b5d19418-bb99-11e8-b2b9-ac1f6b6435d0,2,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b64bd070-bb99-11e8-b2b9-ac1f6b6435d0,3,40
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,b8339774-bb99-11e8-b2b9-ac1f6b6435d0,1,13
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,b859424e-bb99-11e8-b2b9-ac1f6b6435d0,0,9
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,be7a5ece-bb99-11e8-b2b9-ac1f6b6435d0,1,46
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b914d2f2-bb99-11e8-b2b9-ac1f6b6435d0,1,27
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b93568fa-bb99-11e8-b2b9-ac1f6b6435d0,0,39
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,b99a8e06-bb99-11e8-b2b9-ac1f6b6435d0,0,9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ba1fe768-bb99-11e8-b2b9-ac1f6b6435d0,3,7
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,be4177b2-bb99-11e8-b2b9-ac1f6b6435d0,0,40
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bab6158a-bb99-11e8-b2b9-ac1f6b6435d0,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,be3124d4-bb99-11e8-b2b9-ac1f6b6435d0,4,29
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bcf5cd7c-bb99-11e8-b2b9-ac1f6b6435d0,2,18
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,be3fd5ce-bb99-11e8-b2b9-ac1f6b6435d0,4,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bdd8e2ce-bb99-11e8-b2b9-ac1f6b6435d0,3,24
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,bdfa2920-bb99-11e8-b2b9-ac1f6b6435d0,0,10
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,bedcd3d8-bb99-11e8-b2b9-ac1f6b6435d0,0,55
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bfd5865e-bb99-11e8-b2b9-ac1f6b6435d0,0,22
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c117e160-bb99-11e8-b2b9-ac1f6b6435d0,3,24
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,c209d204-bb99-11e8-b2b9-ac1f6b6435d0,2,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,c328c348-bb99-11e8-b2b9-ac1f6b6435d0,2,29
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,c3a100d8-bb99-11e8-b2b9-ac1f6b6435d0,3,18
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,c3ab3e68-bb99-11e8-b2b9-ac1f6b6435d0,4,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,c614bc6a-bb99-11e8-b2b9-ac1f6b6435d0,2,29
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c5784e02-bb99-11e8-b2b9-ac1f6b6435d0,1,18
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c3fae08a-bb99-11e8-b2b9-ac1f6b6435d0,0,11
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,c798cacc-bb99-11e8-b2b9-ac1f6b6435d0,4,31
