ID,Label,fold
be4177b2-bb99-11e8-b2b9-ac1f6b6435d0,13,0
bdd8e2ce-bb99-11e8-b2b9-ac1f6b6435d0,16,0
bdfa2920-bb99-11e8-b2b9-ac1f6b6435d0,10,0
c117e160-bb99-11e8-b2b9-ac1f6b6435d0,4,0
c209d204-bb99-11e8-b2b9-ac1f6b6435d0,13,0
c614bc6a-bb99-11e8-b2b9-ac1f6b6435d0,16,0
c3fae08a-bb99-11e8-b2b9-ac1f6b6435d0,0,0
c84eb0a8-bb99-11e8-b2b9-ac1f6b6435d0,0,0
c8f4ecf2-bb99-11e8-b2b9-ac1f6b6435d0,12,0
cab08d6c-bb99-11e8-b2b9-ac1f6b6435d0,0,0
ca883cf4-bb99-11e8-b2b9-ac1f6b6435d0,12,0
cb4053f2-bb99-11e8-b2b9-ac1f6b6435d0,14,0
cb3a0bc8-bb99-11e8-b2b9-ac1f6b6435d0,13,0
ce1d3a68-bb99-11e8-b2b9-ac1f6b6435d0,7,0
d3421a18-bb99-11e8-b2b9-ac1f6b6435d0,14,0
cfab190e-bb99-11e8-b2b9-ac1f6b6435d0,16,0
d14e8bec-bb99-11e8-b2b9-ac1f6b6435d0,16,0
d1ed9c78-bb99-11e8-b2b9-ac1f6b6435d0,16,0
d51caf74-bb99-11e8-b2b9-ac1f6b6435d0,14,0
d4ff2558-bb99-11e8-b2b9-ac1f6b6435d0,2,0
d5d26e54-bb99-11e8-b2b9-ac1f6b6435d0,4,0
d61ed71c-bb99-11e8-b2b9-ac1f6b6435d0,5,0
d905862e-bb99-11e8-b2b9-ac1f6b6435d0,6,0
dccab450-bb99-11e8-b2b9-ac1f6b6435d0,3,0
da067b82-bb99-11e8-b2b9-ac1f6b6435d0,2,0
da42ea86-bb99-11e8-b2b9-ac1f6b6435d0,16,0
db06d1e4-bb99-11e8-b2b9-ac1f6b6435d0,2,0
db63ecf8-bb99-11e8-b2b9-ac1f6b6435d0,16,0
e1c9c7b6-bb99-11e8-b2b9-ac1f6b6435d0,0,0
e3195c44-bb99-11e8-b2b9-ac1f6b6435d0,0,0
e3b203e0-bb99-11e8-b2b9-ac1f6b6435d0,4,0
e4113bf8-bb99-11e8-b2b9-ac1f6b6435d0,0,0
e9480ec6-bb99-11e8-b2b9-ac1f6b6435d0,14,0
e8c546c6-bb99-11e8-b2b9-ac1f6b6435d0,8,0
ea973356-bb99-11e8-b2b9-ac1f6b6435d0,6,0
eb7caa62-bb99-11e8-b2b9-ac1f6b6435d0,1,0
ee9d9012-bb99-11e8-b2b9-ac1f6b6435d0,14,0
f0ac7116-bb99-11e8-b2b9-ac1f6b6435d0,15,0
f086150c-bb99-11e8-b2b9-ac1f6b6435d0,16,0
efc2b008-bb99-11e8-b2b9-ac1f6b6435d0,12,0
efe20480-bb99-11e8-b2b9-ac1f6b6435d0,17,0
f1e532e8-bb99-11e8-b2b9-ac1f6b6435d0,4,0
f2b11656-bb99-11e8-b2b9-ac1f6b6435d0,17,0
f5c6397a-bb99-11e8-b2b9-ac1f6b6435d0,0,0
f640b4d4-bb99-11e8-b2b9-ac1f6b6435d0,12,0
f93f0fa0-bb99-11e8-b2b9-ac1f6b6435d0,4,0
fc85c906-bb99-11e8-b2b9-ac1f6b6435d0,13,0
fc4f243c-bb99-11e8-b2b9-ac1f6b6435d0,5,0
ffe454e6-bb99-11e8-b2b9-ac1f6b6435d0,10,0
01508fd4-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
03add00c-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
09c9ee58-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
0726b10e-bb9a-11e8-b2b9-ac1f6b6435d0,9,0
07997aa4-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
07a134ce-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
08094a6e-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
0f09f5c0-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
1121cdf6-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
11608cd0-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
13896298-bb9a-11e8-b2b9-ac1f6b6435d0,2,0
13f7055a-bb9a-11e8-b2b9-ac1f6b6435d0,10,0
14350ae4-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
15c7c81a-bb9a-11e8-b2b9-ac1f6b6435d0,12,0
170a080a-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
1842bab4-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
1c68e06e-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
1a7076e6-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
1b9c14ee-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
1e3cf1a0-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
1f632900-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
209da99e-bb9a-11e8-b2b9-ac1f6b6435d0,2,0
209021b6-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
260a8424-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
2237c76c-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
24daf5b6-bb9a-11e8-b2b9-ac1f6b6435d0,15,0
25266122-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
26e90e6a-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
2a5b6174-bb9a-11e8-b2b9-ac1f6b6435d0,8,0
2acbee30-bb9a-11e8-b2b9-ac1f6b6435d0,9,0
2b538cdc-bb9a-11e8-b2b9-ac1f6b6435d0,17,0
2c3e80b6-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
2c91d00e-bb9a-11e8-b2b9-ac1f6b6435d0,2,0
329a4918-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
2e92a0ae-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
2da3e70c-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
2fa93714-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
2f2a2b90-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
322282c0-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
34d6aae6-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
3794fd8c-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
35c00fb0-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
35eae4c4-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
3945c968-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
3e81591a-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
3f5d9312-bb9a-11e8-b2b9-ac1f6b6435d0,8,0
402585ca-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
41926da6-bb9a-11e8-b2b9-ac1f6b6435d0,12,0
434a9d80-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
41ea4166-bb9a-11e8-b2b9-ac1f6b6435d0,17,0
438ddc4e-bb9a-11e8-b2b9-ac1f6b6435d0,8,0
436d0eec-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
45c42cac-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
45ca7ef4-bb9a-11e8-b2b9-ac1f6b6435d0,10,0
459f7146-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
48e247ac-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
49063694-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
4b9cd52a-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
4b3c7612-bb9a-11e8-b2b9-ac1f6b6435d0,12,0
4a6b08b6-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
4c7006b6-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
4d3022de-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
4c7a5314-bb9a-11e8-b2b9-ac1f6b6435d0,8,0
4e163ea4-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
4f89f712-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
536d8560-bb9a-11e8-b2b9-ac1f6b6435d0,2,0
50987e1c-bb9a-11e8-b2b9-ac1f6b6435d0,10,0
51233f3e-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
5457c10c-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
53dacc10-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
5525c480-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
552a034c-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
56db63e8-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
56b94556-bb9a-11e8-b2b9-ac1f6b6435d0,17,0
5808c58a-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
5a241356-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
5d0ba4d0-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
60ecae46-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
5e3c60ec-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
5f064e3e-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
605a3bec-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
62183b50-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
61690e8c-bb9a-11e8-b2b9-ac1f6b6435d0,2,0
6321fedc-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
63b5d2ec-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
62d7cd6c-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
65f02f26-bb9a-11e8-b2b9-ac1f6b6435d0,10,0
666a3e10-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
68c348f0-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
698a2fba-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
6a3efe2c-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
69dacdb2-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
6c6cbc2a-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
6d83f5d8-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
6f49a4e4-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
6c92c4e2-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
70019842-bb9a-11e8-b2b9-ac1f6b6435d0,10,0
6e339fce-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
6f80dd4c-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
709a4e3e-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
706b6efc-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
770693cc-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
74ed353c-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
76abe3be-bb9a-11e8-b2b9-ac1f6b6435d0,12,0
775aa1a6-bb9a-11e8-b2b9-ac1f6b6435d0,17,0
7ad91a88-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
7977f678-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
7c645868-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
8053c9c2-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
80c1613a-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
8218f228-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
85337fc8-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
87882bac-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
84b67b7c-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
8544729c-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
8752232c-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
87d5b2c8-bb9a-11e8-b2b9-ac1f6b6435d0,17,0
8931e808-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
8af30aaa-bb9a-11e8-b2b9-ac1f6b6435d0,8,0
8c0f8918-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
8a155caa-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
8c1868f8-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
8edab0d2-bb9a-11e8-b2b9-ac1f6b6435d0,10,0
8f716c20-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
900aa6f6-bb9a-11e8-b2b9-ac1f6b6435d0,9,0
91115888-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
91eaf5b6-bb9a-11e8-b2b9-ac1f6b6435d0,2,0
94c5c2de-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
96bfd502-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
974f8490-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
971fa27a-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
97d033d8-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
9a03937a-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
99825706-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
9a74a038-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
9bfc8ad8-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
9dd205fe-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
9f6c1cba-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
a002da4c-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
a0777a1e-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
a25dc752-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
a44137e8-bb9a-11e8-b2b9-ac1f6b6435d0,17,0
a4f37b6a-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
a6c547e8-bb9a-11e8-b2b9-ac1f6b6435d0,12,0
a9f3af68-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
aabaa280-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
aa04dc34-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
aacdbcda-bb9a-11e8-b2b9-ac1f6b6435d0,2,0
ac9bd380-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
ae8e76ac-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
af08c27c-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
b2c7f3d8-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
b0b05cfc-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
b1ae3df4-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
b1b68e32-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
b36c62ba-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
b4f3876c-bb9a-11e8-b2b9-ac1f6b6435d0,12,0
b69e8f8a-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
b973a4d4-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
b829943a-bb9a-11e8-b2b9-ac1f6b6435d0,1,0
ba25022e-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
b8c2d582-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
bbb9fde2-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
bc4a3394-bb9a-11e8-b2b9-ac1f6b6435d0,9,0
bcdf294a-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
bd6301e8-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
bc8314de-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
bdaf2d02-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
c034684e-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
bf04cce8-bb9a-11e8-b2b9-ac1f6b6435d0,12,0
c1243f5e-bb9a-11e8-b2b9-ac1f6b6435d0,10,0
c259aa80-bb9a-11e8-b2b9-ac1f6b6435d0,15,0
c30fc824-bb9a-11e8-b2b9-ac1f6b6435d0,8,0
c73af022-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
c56de542-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
c6e87dba-bb9a-11e8-b2b9-ac1f6b6435d0,17,0
c6b41188-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
c8539d6a-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
ca11dae0-bb9a-11e8-b2b9-ac1f6b6435d0,17,0
ca4d5a2a-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
ca9e39e0-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
cd14aaec-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
cdcfdff6-bb9a-11e8-b2b9-ac1f6b6435d0,18,0
ce901c58-bb9a-11e8-b2b9-ac1f6b6435d0,12,0
d032f364-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
d11bac30-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
d1ffda40-bb9a-11e8-b2b9-ac1f6b6435d0,8,0
d1703b06-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
d34a0006-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
d6bb3c5a-bb9a-11e8-b2b9-ac1f6b6435d0,17,0
d75b9538-bb9a-11e8-b2b9-ac1f6b6435d0,15,0
d76aa7f8-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
da3ea966-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
da062d0c-bb9a-11e8-b2b9-ac1f6b6435d0,12,0
dcf16400-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
de418434-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
dd17f4d0-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
dd70f684-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
de493968-bb9a-11e8-b2b9-ac1f6b6435d0,17,0
dfb225b2-bb9a-11e8-b2b9-ac1f6b6435d0,12,0
e0b47258-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
e2e5b910-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
e66b7a84-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
e77f9540-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
e52f2ec2-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
e631f25a-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
e742a82e-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
e9fd6a4a-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
e98503a2-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
ea2a7e18-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
e863f1fe-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
ec2e9a14-bb9a-11e8-b2b9-ac1f6b6435d0,5,0
ee1f8f68-bb9a-11e8-b2b9-ac1f6b6435d0,14,0
ede8ad18-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
eecc6a94-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
f030c696-bb9a-11e8-b2b9-ac1f6b6435d0,6,0
f1ede6e4-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
f1a0fcc6-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
f2e8f264-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
f4d416bc-bb9a-11e8-b2b9-ac1f6b6435d0,13,0
f8191c3c-bb9a-11e8-b2b9-ac1f6b6435d0,0,0
f8e3cfcc-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
fd7fbcd0-bb9a-11e8-b2b9-ac1f6b6435d0,3,0
fd246e66-bb9a-11e8-b2b9-ac1f6b6435d0,17,0
fe513af8-bb9a-11e8-b2b9-ac1f6b6435d0,9,0
fe45397e-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
008a8630-bb9b-11e8-b2b9-ac1f6b6435d0,14,0
027c2e8a-bb9b-11e8-b2b9-ac1f6b6435d0,5,0
04e6f8f8-bb9b-11e8-b2b9-ac1f6b6435d0,0,0
030822be-bb9b-11e8-b2b9-ac1f6b6435d0,16,0
0419ecaa-bb9b-11e8-b2b9-ac1f6b6435d0,2,0
03d13e56-bb9b-11e8-b2b9-ac1f6b6435d0,16,0
04db2e42-bb9b-11e8-b2b9-ac1f6b6435d0,0,0
0b52384c-bb9b-11e8-b2b9-ac1f6b6435d0,13,0
0881d08c-bb9b-11e8-b2b9-ac1f6b6435d0,1,0
0a763540-bb9b-11e8-b2b9-ac1f6b6435d0,13,0
11261d56-bb9b-11e8-b2b9-ac1f6b6435d0,2,0
0c7f65fa-bb9b-11e8-b2b9-ac1f6b6435d0,14,0
0e54f9d0-bb9b-11e8-b2b9-ac1f6b6435d0,7,0
0f91c2ce-bb9b-11e8-b2b9-ac1f6b6435d0,12,0
11538f48-bb9b-11e8-b2b9-ac1f6b6435d0,0,0
1187a620-bb9b-11e8-b2b9-ac1f6b6435d0,12,0
136873e8-bb9b-11e8-b2b9-ac1f6b6435d0,1,0
133b9e9a-bb9b-11e8-b2b9-ac1f6b6435d0,16,0
12d33fc6-bb9b-11e8-b2b9-ac1f6b6435d0,6,0
13e5ae12-bb9b-11e8-b2b9-ac1f6b6435d0,16,0
14801286-bb9b-11e8-b2b9-ac1f6b6435d0,15,0
1609dae2-bb9b-11e8-b2b9-ac1f6b6435d0,0,0
1536f4d8-bb9b-11e8-b2b9-ac1f6b6435d0,3,0
19b78b4e-bb9b-11e8-b2b9-ac1f6b6435d0,17,0
1a040a6e-bb9b-11e8-b2b9-ac1f6b6435d0,2,0
1b89cc70-bb9b-11e8-b2b9-ac1f6b6435d0,6,0
1daf46a6-bb9b-11e8-b2b9-ac1f6b6435d0,2,0
1d72f6ec-bb9b-11e8-b2b9-ac1f6b6435d0,2,0
22dbcd20-bb9b-11e8-b2b9-ac1f6b6435d0,1,0
1f867b02-bb9b-11e8-b2b9-ac1f6b6435d0,0,0
1f3cf658-bb9b-11e8-b2b9-ac1f6b6435d0,4,0
